Plant code;Primary Plant activity;Audit code;Audit date;Audit nature;Audit schedule type;Non-verified NCs;Non-verified Business Critical NCs;Non-verified Critical NCs;Non-verified Major NCs;Non-verified Minor NCs;Overdue non-verified NCs;Country/Region
XXX1021716;Warehousing and storage;;;;;;;;;;;United Kingdom
XXX1021740;Manufacture of other food products n.e.c.;XXXA600165458;16/12/2025;Periodic audit;Semi-announced;4;0;0;2;2;4;United States
XXX1021743;;;;;;;;;;;;India
XXX1021749;Manufacture of dairy products;XXXA600049623;11/03/2024;Periodic audit;Semi-announced;0;0;0;0;0;0;Ireland, Republic of
XXX1021755;Manufacture of sugar;XXXA600188911;17/03/2026;Periodic audit;Announced;1;0;0;1;0;1;Australia
XXX1021795;Manufacture of spices, sauces and condiments;;;;;;;;;;;United Kingdom
XXX1021806;Manufacture of other articles of paper and paperboard;XXXA600194270;30/03/2026;Partial follow-up audit;Semi-announced;4;0;0;2;2;1;Poland
XXX1021807;Other manufacturing n.e.c.;;;;;;;;;;;China
XXX1021828;Manufacture of other food products n.e.c.;XXXA600120711;17/03/2025;Periodic audit;Announced;1;0;0;1;0;1;Germany
XXX1021860;Manufacture of other chemical products n.e.c.;XXXA600182771;08/02/2026;Full initial audit;Semi-announced;0;0;0;0;0;0;Brazil
XXX1021869;Manufacture of cocoa, chocolate and sugar confectionery;XXXA600129434;19/08/2025;Periodic audit;Semi-announced;1;0;0;1;0;1;United States
XXX1021881;Manufacture of other food products n.e.c.;XXXA600119641;13/03/2025;Periodic audit;Semi-announced;0;0;0;0;0;0;China
XXX1021886;Manufacture of cocoa, chocolate and sugar confectionery;XXXA600177119;22/01/2026;Partial follow-up audit;Announced;5;0;1;4;0;5;United Kingdom
XXX1021886;Manufacture of cocoa, chocolate and sugar confectionery;XXXA600177119;22/01/2026;Partial follow-up audit;Announced;5;0;1;4;0;5;United Kingdom
XXX1021907;Manufacture of cocoa, chocolate and sugar confectionery;XXXA600175325;19/01/2026;Periodic audit;Announced;9;0;1;5;3;7;France
XXX1021908;Processing and preserving of fruit and vegetables;;;;;;;;;;;China
XXX1021944;Manufacture of other food products n.e.c.;XXXA600101228;22/01/2025;Periodic audit;Semi-announced;0;0;0;0;0;0;Denmark
XXX1022002;Warehousing and storage;XXXA600190840;22/04/2026;Periodic audit;Announced;10;0;1;8;1;4;United Kingdom
XXX1022024;;;;;;;;;;;;Turkey
XXX1022027;Manufacture of cocoa, chocolate and sugar confectionery;XXXA600093584;12/10/2024;Partial follow-up audit;Announced;0;0;0;0;0;0;Ghana
XXX1022027;Manufacture of cocoa, chocolate and sugar confectionery;XXXA600093584;12/10/2024;Partial follow-up audit;Announced;0;0;0;0;0;0;Ghana
XXX1022041;"Forging, pressing, stamping and roll-forming of metal; powder metallurgy";XXXA600109552;02/06/2025;Periodic audit;Semi-announced;1;0;0;1;0;1;Austria
XXX1022053;;;;;;;;;;;;Brazil
XXX1022148;Manufacture of other chemical products n.e.c.;XXXA424128295;02/11/2023;Periodic audit;Announced;0;0;0;0;0;0;United Kingdom
XXX1022162;;;;;;;;;;;;India
XXX1022169;Manufacture of other food products n.e.c.;XXXA423848028;11/05/2023;Periodic audit;Announced;0;0;0;0;0;0;India
XXX1022176;Manufacture of vegetable and animal oils and fats;;;;;;;;;;;Russian Federation
XXX1022183;;;;;;;;;;;;Spain
XXX1022194;Manufacture of other food products n.e.c.;XXXA600055676;02/04/2024;Full initial audit;Semi-announced;0;0;0;0;0;0;South Africa
XXX1022212;Manufacture of vegetable and animal oils and fats;XXXA600187137;24/02/2026;Partial follow-up audit;Announced;0;0;0;0;0;0;Malaysia
XXX1022259;Manufacture of sugar;;;;;;;;;;;Philippines
XXX1022263;Manufacture of bakery products;XXXA600159857;14/10/2025;Full initial audit;Semi-announced;0;0;0;0;0;0;Malaysia
XXX1022324;Manufacture of dairy products;XXXA600132307;21/01/2026;Periodic audit;Announced;1;0;0;1;0;1;Germany
XXX1022328;Processing and preserving of fruit and vegetables;;;;;;;;;;;Mexico
XXX1022332;;;;;;;;;;;;India
XXX1022336;Manufacture of sugar;XXXA600065334;27/05/2024;Periodic audit;Semi-announced;8;0;5;3;0;8;Malaysia
XXX1022338;Manufacture of cocoa, chocolate and sugar confectionery;XXXA600113226;17/03/2025;Partial follow-up audit;Announced;0;0;0;0;0;0;France
XXX1022358;;;;;;;;;;;;China
XXX1022361;;;;;;;;;;;;Turkey
XXX1022403;Manufacture of sugar;;;;;;;;;;;Japan
XXX1022414;Manufacture of spices, sauces and condiments;XXXA600116741;17/04/2025;Full initial audit;Announced;1;0;0;0;1;1;United States
XXX1022418;;;;;;;;;;;;Ireland, Republic of
XXX1022420;Manufacture of other food products n.e.c.;XXXA600135848;04/06/2025;Full initial audit;Semi-announced;4;0;0;2;2;4;Brazil
XXX1022431;Manufacture of other articles of paper and paperboard;XXXA600196244;07/04/2026;Periodic audit;Semi-announced;0;0;0;0;0;0;Turkey
XXX1022450;;;;;;;;;;;;United States
XXX1022467;Manufacture of pharmaceuticals, medicinal chemical and botanical products;XXXA600158468;18/11/2025;Full initial audit;Announced;0;0;0;0;0;0;Austria
XXX1022470;Manufacture of other food products n.e.c.;XXXA286336615;12/05/2017;Partial follow-up audit;Announced;0;0;0;0;0;0;China
XXX1022474;Manufacture of starches and starch products;XXXA600056431;11/09/2024;Periodic audit;Announced;0;0;0;0;0;0;Germany
XXX1022481;;;;;;;;;;;;China
XXX1022493;Manufacture of plastics products;XXXA600114546;13/03/2025;Periodic audit;Announced;0;0;0;0;0;0;Mexico
XXX1022499;Packaging activities;XXXA600110860;21/03/2025;Partial follow-up audit;Semi-announced;0;0;0;0;0;0;United Kingdom
XXX1022508;Manufacture of plastics products;XXXA600126813;17/04/2025;Partial follow-up audit;Announced;1;0;0;0;1;1;Turkey
XXX1022509;Manufacture of corrugated paper and paperboard and of containers of paper and paperboard;XXXA600107994;03/01/2025;Partial follow-up audit;Announced;0;0;0;0;0;0;United States
XXX1022523;Manufacture of corrugated paper and paperboard and of containers of paper and paperboard;XXXA600195795;05/04/2026;Partial follow-up audit;Semi-announced;0;0;0;0;0;0;Egypt
XXX1022526;Manufacture of sugar;XXXA600152134;22/08/2025;Partial follow-up audit;Announced;0;0;0;0;0;0;China
XXX1022533;Manufacture of plastics products;XXXA600149714;07/08/2025;Partial follow-up audit;Semi-announced;0;0;0;0;0;0;India
XXX1022534;Manufacture of sugar;XXXA600045932;29/04/2024;Periodic audit;Announced;0;0;0;0;0;0;Czech Republic
XXX1022537;Manufacture of grain mill products;XXXA416962058;26/10/2021;Full initial audit;Announced;9;0;0;6;3;9;United States
XXX1022554;Manufacture of other food products n.e.c.;XXXA600102029;01/12/2024;Periodic audit;Semi-announced;0;0;0;0;0;0;Malaysia
XXX1022555;Manufacture of other food products n.e.c.;;;;;;;;;;;Spain
XXX1022582;Manufacture of other food products n.e.c.;XXXA600170040;15/01/2026;Periodic audit;Semi-announced;0;0;0;0;0;0;South Africa
XXX1022589;Manufacture of other food products n.e.c.;XXXA600053638;18/03/2024;Partial follow-up audit;Announced;1;0;0;1;0;1;Turkey
XXX1022591;Manufacture of other food products n.e.c.;XXXA600123078;06/05/2025;Partial follow-up audit;Announced;0;0;0;0;0;0;France
XXX1022601;Manufacture of other food products n.e.c.;;;;;;;;;;;Russian Federation
XXX1022603;Manufacture of vegetable and animal oils and fats;XXXA600052572;11/03/2024;Periodic audit;Semi-announced;0;0;0;0;0;0;United States
XXX1022626;Manufacture of vegetable and animal oils and fats;XXXA600193585;24/03/2026;Partial follow-up audit;Announced;0;0;0;0;0;0;South Africa
XXX1022628;Manufacture of dairy products;;;;;;;;;;;Netherlands
XXX1022638;Cargo handling;XXXA4500621;24/05/2016;Full initial audit;Announced;0;0;0;0;0;0;Mexico
XXX1022650;;;;;;;;;;;;Brazil
XXX1022653;Manufacture of sugar;XXXA403611020;26/05/2018;Full initial audit;Announced;7;0;1;5;1;7;Brazil
XXX1022679;Manufacture of other food products n.e.c.;;;;;;;;;;;Mexico
XXX1022685;Manufacture of corrugated paper and paperboard and of containers of paper and paperboard;;;;;;;;;;;United States
XXX1022685;Manufacture of corrugated paper and paperboard and of containers of paper and paperboard;;;;;;;;;;;United States
XXX1022694;Manufacture of cocoa, chocolate and sugar confectionery;;;;;;;;;;;France
XXX1022700;;;;;;;;;;;;Brazil
XXX1022701;Printing;XXXA129595649;26/07/2016;Partial follow-up audit;Announced;0;0;0;0;0;0;Indonesia
XXX1022715;;;;;;;;;;;;Brazil
XXX1022731;Manufacture of corrugated paper and paperboard and of containers of paper and paperboard;XXXA407039953;31/05/2019;Full initial audit;Announced;4;0;1;2;1;4;United States
XXX1022740;Manufacture of plastics products;;;;;;;;;;;Germany
XXX1022747;;;;;;;;;;;;United States
XXX1022758;;;;;;;;;;;;United States
XXX1022800;;;;;;;;;;;;Finland
XXX1022804;Manufacture of corrugated paper and paperboard and of containers of paper and paperboard;;;;;;;;;;;United States
XXX1022834;Manufacture of dairy products;XXXA600194927;30/03/2026;Periodic audit;Semi-announced;5;0;1;2;2;2;United States
XXX1022849;Manufacture of sugar;;;;;;;;;;;Mexico
XXX1022867;Manufacture of sugar;XXXA600177725;13/01/2026;Full initial audit;Announced;16;0;2;12;2;16;Mexico
XXX1022877;Manufacture of other food products n.e.c.;XXXA600179049;13/01/2026;Periodic audit;Semi-announced;8;0;1;6;1;8;Mexico
XXX1022879;;;;;;;;;;;;United States
XXX1022897;;;;;;;;;;;;Canada
XXX1022946;Printing;XXXA600147369;20/11/2025;Full initial audit;Announced;17;0;1;14;2;17;Netherlands
XXX1022967;Manufacture of dairy products;XXXA422884715;03/03/2023;Periodic audit;Announced;0;0;0;0;0;0;Germany
XXX1022979;Manufacture of other food products n.e.c.;XXXA600127740;28/04/2025;Periodic audit;Announced;0;0;0;0;0;0;United States
XXX1022989;Manufacture of sugar;XXXA426063163;14/11/2023;Partial follow-up audit;Announced;6;0;2;4;0;6;Argentina
XXX1022994;Manufacture of bakery products;;;;;;;;;;;United States
XXX1022994;Manufacture of bakery products;;;;;;;;;;;United States
XXX1023016;Manufacture of plastics products;XXXA600179910;29/01/2026;Periodic audit;Semi-announced;8;0;2;3;3;8;Mexico
XXX1023031;Manufacture of other chemical products n.e.c.;;;;;;;;;;;United States
XXX1023044;;;;;;;;;;;;China
XXX1023045;Manufacture of other fabricated metal products n.e.c.;;;;;;;;;;;Germany
XXX1023049;Manufacture of corrugated paper and paperboard and of containers of paper and paperboard;;;;;;;;;;;France
XXX1023062;Processing and preserving of fruit and vegetables;XXXA600062227;08/10/2024;Periodic audit;Semi-announced;2;0;0;2;0;2;United States
XXX1023070;Manufacture of grain mill products;XXXA600121495;14/04/2025;Periodic audit;Announced;2;0;0;1;1;2;South Africa
XXX1023078;Manufacture of other fabricated metal products n.e.c.;XXXA600158445;28/01/2026;Periodic audit;Semi-announced;0;0;0;0;0;0;Germany
XXX1023086;;;;;;;;;;;;Brazil
XXX1023104;Printing;XXXA600170228;21/11/2025;Partial follow-up audit;Announced;0;0;0;0;0;0;China
XXX1023114;Manufacture of plastics products;XXXA424685896;31/08/2023;Partial follow-up audit;Announced;0;0;0;0;0;0;United Kingdom
XXX1023116;Manufacture of grain mill products;XXXA1023603;25/09/2014;Full initial audit;Announced;0;0;0;0;0;0;Spain
XXX1023127;Manufacture of other food products n.e.c.;XXXA600016498;20/07/2023;Partial follow-up audit;Announced;0;0;0;0;0;0;United States
XXX1023141;Wholesale of food, beverages and tobacco;;;;;;;;;;;Germany
XXX1023148;Manufacture of dairy products;XXXA600062808;14/05/2024;Full initial audit;Announced;0;0;0;0;0;0;Australia
XXX1023160;Renting and leasing of other machinery, equipment and tangible goods;;;;;;;;;;;Germany
XXX1023161;Renting and leasing of other machinery, equipment and tangible goods;;;;;;;;;;;Germany
XXX1023165;Manufacture of starches and starch products;XXXA600078661;24/07/2024;Full initial audit;Semi-announced;0;0;0;0;0;0;Argentina
XXX1023204;Other transportation support activities;;;;;;;;;;;Spain
XXX1023209;Manufacture of other chemical products n.e.c.;;;;;;;;;;;France
XXX1023227;Printing;XXXA1117630;18/09/2014;Full initial audit;Announced;0;0;0;0;0;0;Spain
XXX1023232;Manufacture of spices, sauces and condiments;XXXA600164078;21/11/2025;Partial follow-up audit;Announced;0;0;0;0;0;0;Australia
XXX1023278;Manufacture of plastics products;XXXA600172638;04/12/2025;Periodic audit;Semi-announced;0;0;0;0;0;0;China
XXX1023338;;;;;;;;;;;;Venezuela, Bolivarian Republic of
XXX1023344;;;;;;;;;;;;Argentina
XXX1023426;Manufacture of basic chemicals;XXXA600077253;03/12/2024;Periodic audit;Announced;0;0;0;0;0;0;France
XXX1023462;;;;;;;;;;;;China
XXX1023559;Manufacture of vegetable and animal oils and fats;XXXA423547576;18/04/2023;Periodic audit;Semi-announced;0;0;0;0;0;0;United States
XXX1023601;Warehousing and storage;;;;;;;;;;;Canada
XXX1023607;Distilling, rectifying and blending of spirits;XXXA600145915;16/07/2025;Full initial audit;Announced;1;0;1;0;0;1;Greece
XXX1023608;;;;;;;;;;;;United States
XXX1023764;;;;;;;;;;;;India
XXX1023811;Manufacture of other fabricated metal products n.e.c.;XXXA600134875;16/06/2025;Periodic audit;Semi-announced;0;0;0;0;0;0;Denmark
XXX1023833;Manufacture of plastics products;XXXA600177713;13/01/2026;Periodic audit;Announced;2;0;0;1;1;2;Mexico
XXX1023847;Processing and preserving of fruit and vegetables;XXXA600186690;18/02/2026;Periodic audit;Semi-announced;0;0;0;0;0;0;Turkey
XXX1023931;Manufacture of other food products n.e.c.;;;;;;;;;;;United States
XXX1024008;Manufacture of grain mill products;;;;;;;;;;;United States
XXX1024008;Manufacture of grain mill products;;;;;;;;;;;United States
XXX1024009;Manufacture of grain mill products;XXXA600109285;21/01/2025;Periodic audit;Semi-announced;1;0;1;0;0;1;Canada
XXX1024009;Manufacture of grain mill products;XXXA600109285;21/01/2025;Periodic audit;Semi-announced;1;0;1;0;0;1;Canada
XXX1024208;Manufacture of dairy products;XXXA600181847;10/02/2026;Full initial audit;Semi-announced;4;0;0;2;2;4;Norway
XXX1024263;Manufacture of dairy products;XXXA600185527;18/02/2026;Periodic audit;Semi-announced;9;0;3;3;3;9;United States
XXX1024481;;;;;;;;;;;;United States
XXX1024538;Manufacture of dairy products;XXXA600176678;27/01/2026;Periodic audit;Semi-announced;3;0;1;1;1;3;Ireland, Republic of
XXX1024538;Manufacture of dairy products;XXXA600176678;27/01/2026;Periodic audit;Semi-announced;3;0;1;1;1;3;Ireland, Republic of
XXX1024551;;;;;;;;;;;;India
XXX1024571;;;;;;;;;;;;Australia
XXX1024609;;;;;;;;;;;;China
XXX1024625;Manufacture of other food products n.e.c.;XXXA600007856;16/04/2023;Full initial audit;Announced;0;0;0;0;0;0;Germany
XXX1024639;Manufacture of other food products n.e.c.;;;;;;;;;;;United Kingdom
XXX1024665;;;;;;;;;;;;Colombia
XXX1024685;Manufacture of other food products n.e.c.;XXXA600147587;31/07/2025;Full initial audit;Announced;5;0;0;4;1;5;United States
XXX1024685;Manufacture of other food products n.e.c.;XXXA600147587;31/07/2025;Full initial audit;Announced;5;0;0;4;1;5;United States
XXX1024690;Manufacture of other food products n.e.c.;XXXA600140748;02/07/2025;Periodic audit;Announced;0;0;0;0;0;0;United States
XXX1024715;;;;;;;;;;;;Canada
XXX1024749;Manufacture of plastics products;XXXA418653186;22/03/2022;Periodic audit;Announced;0;0;0;0;0;0;United States
XXX1024749;Manufacture of plastics products;XXXA418653186;22/03/2022;Periodic audit;Announced;0;0;0;0;0;0;United States
XXX1024754;;;;;;;;;;;;India
XXX1024759;;;;;;;;;;;;Brazil
XXX1024778;Printing;;;;;;;;;;;China
XXX1024794;Manufacture of other food products n.e.c.;XXXA423805202;04/05/2023;Periodic audit;Announced;0;0;0;0;0;0;Netherlands
XXX1024868;;;;;;;;;;;;India
XXX1024964;Manufacture of other chemical products n.e.c.;;;;;;;;;;;Italy
XXX1024976;Manufacture of dairy products;XXXA600049559;22/02/2024;Full initial audit;Announced;0;0;0;0;0;0;South Africa
XXX1024985;;;;;;;;;;;;Malaysia
XXX1025005;Manufacture of dairy products;XXXA600120688;19/03/2025;Full initial audit;Semi-announced;0;0;0;0;0;0;United Kingdom
XXX1025007;Manufacture of basic chemicals;;;;;;;;;;;India
XXX1025024;;;;;;;;;;;;South Africa
XXX1025039;Manufacture of pharmaceuticals, medicinal chemical and botanical products;XXXA600138044;23/06/2025;Partial follow-up audit;Announced;0;0;0;0;0;0;Singapore
XXX1025075;Warehousing and storage;;;;;;;;;;;Ireland, Republic of
XXX1025084;Manufacture of cocoa, chocolate and sugar confectionery;;;;;;;;;;;Belgium
XXX1025096;Manufacture of plastics products;XXXA600112874;06/02/2025;Partial follow-up audit;Semi-announced;0;0;0;0;0;0;United Kingdom
XXX1025101;;;;;;;;;;;;Brazil
XXX1025127;Manufacture of sugar;XXXA600020840;05/12/2023;Periodic audit;Semi-announced;0;0;0;0;0;0;France
XXX1025143;Manufacture of basic chemicals;XXXA600026394;21/09/2023;Periodic audit;Announced;0;0;0;0;0;0;India
XXX1025179;Manufacture of other food products n.e.c.;;;;;;;;;;;Germany
XXX1025207;Manufacture of sugar;;;;;;;;;;;Netherlands
XXX1025226;Printing;XXXA408169113;11/12/2019;Full initial audit;Announced;0;0;0;0;0;0;United States
XXX1025230;Manufacture of cocoa, chocolate and sugar confectionery;XXXA600123406;17/06/2025;Periodic audit;Announced;9;0;0;4;5;9;United States
XXX1025230;Manufacture of cocoa, chocolate and sugar confectionery;XXXA600123406;17/06/2025;Periodic audit;Announced;9;0;0;4;5;9;United States
XXX1025232;Processing and preserving of fruit and vegetables;XXXA416923059;25/01/2022;Periodic audit;Announced;4;0;0;4;0;4;United States
XXX1025242;Manufacture of starches and starch products;XXXA600137037;28/08/2025;Periodic audit;Semi-announced;1;0;0;1;0;1;United States
XXX1025243;Manufacture of starches and starch products;XXXA600145935;28/10/2025;Periodic audit;Semi-announced;2;0;0;1;1;2;United States
XXX1025246;Manufacture of other food products n.e.c.;XXXA600097781;06/11/2024;Full initial audit;Announced;0;0;0;0;0;0;China
XXX1025257;Service activities related to printing;XXXA600178177;07/01/2026;Partial follow-up audit;Announced;0;0;0;0;0;0;Argentina
XXX1025260;Manufacture of plastics products;XXXA600158629;24/11/2025;Full initial audit;Semi-announced;10;0;0;7;3;10;Canada
XXX1025278;Manufacture of starches and starch products;;;;;;;;;;;Brazil
XXX1025282;Manufacture of cocoa, chocolate and sugar confectionery;XXXA600182401;27/01/2026;Full initial audit;Semi-announced;5;0;2;2;1;5;Brazil
XXX1025282;Manufacture of cocoa, chocolate and sugar confectionery;XXXA600182401;27/01/2026;Full initial audit;Semi-announced;5;0;2;2;1;5;Brazil
XXX1025287;Manufacture of dairy products;XXXA420276210;11/10/2022;Periodic audit;Announced;0;0;0;0;0;0;New Zealand
XXX1025287;Manufacture of dairy products;XXXA420276210;11/10/2022;Periodic audit;Announced;0;0;0;0;0;0;New Zealand
XXX1025288;Manufacture of pulp, paper and paperboard;XXXA600015692;11/07/2023;Full initial audit;Announced;5;0;0;4;1;5;United States
XXX1025301;Manufacture of sugar;XXXA600171143;25/11/2025;Periodic audit;Announced;0;0;0;0;0;0;Poland
XXX1025305;Growing of tomatoes;XXXA600019496;09/08/2023;Periodic audit;Semi-announced;6;0;2;3;1;6;United States
